State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Maharashtra,BULDHANA,2010,Kharif     ,Sugarcane,1000,61000
Maharashtra,BULDHANA,2011,Whole Year ,Sugarcane,300,17500
Maharashtra,BULDHANA,2012,Whole Year ,Sugarcane,100,4400
Maharashtra,BULDHANA,2013,Whole Year ,Sugarcane,100,8100
Maharashtra,BULDHANA,2014,Whole Year ,Sugarcane,300,18700
Maharashtra,CHANDRAPUR,2014,Whole Year ,Sugarcane,100,9000
Maharashtra,DHULE,1997,Kharif     ,Sugarcane,9800,8144
Maharashtra,DHULE,1998,Kharif     ,Sugarcane,10500,756100
Maharashtra,DHULE,1999,Whole Year ,Sugarcane,5600,452000
Maharashtra,DHULE,2000,Whole Year ,Sugarcane,5300,381600
Maharashtra,DHULE,2001,Whole Year ,Sugarcane,4400,281900
Maharashtra,DHULE,2002,Whole Year ,Sugarcane,4800,292000
Maharashtra,DHULE,2003,Whole Year ,Sugarcane,5000,311600
Maharashtra,DHULE,2004,Whole Year ,Sugarcane,3500,205700
Maharashtra,DHULE,2005,Kharif     ,Sugarcane,5700,355000
Maharashtra,DHULE,2007,Whole Year ,Sugarcane,128,8201
Maharashtra,DHULE,2008,Kharif     ,Sugarcane,7900,442800
Maharashtra,DHULE,2008,Whole Year ,Sugarcane,7900,442800
Maharashtra,DHULE,2009,Kharif     ,Sugarcane,4600,350400
Maharashtra,DHULE,2010,Kharif     ,Sugarcane,5300,442600
Maharashtra,DHULE,2011,Whole Year ,Sugarcane,5200,359600
Maharashtra,DHULE,2012,Whole Year ,Sugarcane,5300,434100
Maharashtra,DHULE,2013,Whole Year ,Sugarcane,6500,536900
Maharashtra,DHULE,2014,Whole Year ,Sugarcane,7000,438400
Maharashtra,GADCHIROLI,2014,Whole Year ,Sugarcane,100,9900
Maharashtra,GONDIA,2000,Whole Year ,Sugarcane,700,47300
Maharashtra,GONDIA,2001,Whole Year ,Sugarcane,500,24200
Maharashtra,GONDIA,2002,Whole Year ,Sugarcane,500,23000
Maharashtra,GONDIA,2003,Whole Year ,Sugarcane,500,28800
Maharashtra,GONDIA,2004,Whole Year ,Sugarcane,400,26900
Maharashtra,GONDIA,2005,Kharif     ,Sugarcane,200,5400
Maharashtra,GONDIA,2007,Whole Year ,Sugarcane,4,269
Maharashtra,GONDIA,2008,Kharif     ,Sugarcane,400,17800
Maharashtra,GONDIA,2008,Whole Year ,Sugarcane,400,17800
Maharashtra,GONDIA,2009,Kharif     ,Sugarcane,300,23800
Maharashtra,GONDIA,2010,Kharif     ,Sugarcane,400,21600
Maharashtra,GONDIA,2011,Whole Year ,Sugarcane,400,25400
Maharashtra,GONDIA,2012,Whole Year ,Sugarcane,200,16600
Maharashtra,GONDIA,2013,Whole Year ,Sugarcane,300,21500
Maharashtra,GONDIA,2014,Whole Year ,Sugarcane,1500,97000
Maharashtra,HINGOLI,1999,Whole Year ,Sugarcane,20800,1614000
Maharashtra,HINGOLI,2000,Whole Year ,Sugarcane,15800,1059200
Maharashtra,HINGOLI,2001,Whole Year ,Sugarcane,16400,1274500
Maharashtra,HINGOLI,2002,Whole Year ,Sugarcane,16300,1230000
Maharashtra,HINGOLI,2003,Whole Year ,Sugarcane,13800,807600
Maharashtra,HINGOLI,2004,Whole Year ,Sugarcane,6900,424600
Maharashtra,HINGOLI,2005,Kharif     ,Sugarcane,7700,549300
Maharashtra,HINGOLI,2007,Whole Year ,Sugarcane,177,11593
Maharashtra,HINGOLI,2008,Kharif     ,Sugarcane,8100,303000
Maharashtra,HINGOLI,2008,Whole Year ,Sugarcane,8100,303000
Maharashtra,HINGOLI,2009,Kharif     ,Sugarcane,7900,469500
Maharashtra,HINGOLI,2010,Kharif     ,Sugarcane,4600,303600
Maharashtra,HINGOLI,2011,Whole Year ,Sugarcane,8400,556800
Maharashtra,HINGOLI,2012,Whole Year ,Sugarcane,9000,678500
Maharashtra,HINGOLI,2013,Whole Year ,Sugarcane,7200,516500
Maharashtra,HINGOLI,2014,Whole Year ,Sugarcane,15200,855700
Maharashtra,JALGAON,1997,Kharif     ,Sugarcane,10900,8758
Maharashtra,JALGAON,1998,Kharif     ,Sugarcane,10700,1024300
Maharashtra,JALGAON,1999,Whole Year ,Sugarcane,9400,871500
Maharashtra,JALGAON,2000,Whole Year ,Sugarcane,14500,1203400
Maharashtra,JALGAON,2001,Whole Year ,Sugarcane,13500,1007400
Maharashtra,JALGAON,2002,Whole Year ,Sugarcane,12000,855000
Maharashtra,JALGAON,2003,Whole Year ,Sugarcane,13000,439900
Maharashtra,JALGAON,2004,Whole Year ,Sugarcane,14900,922600
Maharashtra,JALGAON,2005,Kharif     ,Sugarcane,17000,1099000
Maharashtra,JALGAON,2007,Whole Year ,Sugarcane,224,14884
Maharashtra,JALGAON,2008,Kharif     ,Sugarcane,11700,764800
Maharashtra,JALGAON,2008,Whole Year ,Sugarcane,11700,764800
Maharashtra,JALGAON,2009,Kharif     ,Sugarcane,9600,675400
Maharashtra,JALGAON,2010,Kharif     ,Sugarcane,11200,877000
Maharashtra,JALGAON,2011,Whole Year ,Sugarcane,11200,820000
Maharashtra,JALGAON,2012,Whole Year ,Sugarcane,11000,759100
Maharashtra,JALGAON,2013,Whole Year ,Sugarcane,11700,883200
Maharashtra,JALGAON,2014,Whole Year ,Sugarcane,7900,553600
Maharashtra,JALNA,1998,Kharif     ,Sugarcane,6700,543100
Maharashtra,JALNA,1999,Whole Year ,Sugarcane,12700,960800
Maharashtra,JALNA,2000,Whole Year ,Sugarcane,16000,1241700
Maharashtra,JALNA,2001,Whole Year ,Sugarcane,12700,797200
Maharashtra,JALNA,2002,Whole Year ,Sugarcane,16200,1122000
Maharashtra,JALNA,2003,Whole Year ,Sugarcane,7300,339700
Maharashtra,JALNA,2004,Whole Year ,Sugarcane,4600,356000
Maharashtra,JALNA,2005,Kharif     ,Sugarcane,10400,723800
Maharashtra,JALNA,2007,Whole Year ,Sugarcane,251,19014
Maharashtra,JALNA,2008,Kharif     ,Sugarcane,20400,1452400
Maharashtra,JALNA,2008,Whole Year ,Sugarcane,20400,1452400
Maharashtra,JALNA,2009,Kharif     ,Sugarcane,18200,1693700
Maharashtra,JALNA,2010,Kharif     ,Sugarcane,19300,1192700
Maharashtra,JALNA,2011,Whole Year ,Sugarcane,18700,1306400
Maharashtra,JALNA,2012,Whole Year ,Sugarcane,12800,802600
Maharashtra,JALNA,2013,Whole Year ,Sugarcane,13500,972300
Maharashtra,JALNA,2014,Whole Year ,Sugarcane,21100,1007500
Maharashtra,KOLHAPUR,1998,Kharif     ,Sugarcane,94700,9030400
Maharashtra,KOLHAPUR,1999,Whole Year ,Sugarcane,91900,9107900
Maharashtra,KOLHAPUR,2000,Whole Year ,Sugarcane,89700,8158300
Maharashtra,KOLHAPUR,2001,Whole Year ,Sugarcane,101900,9196600
Maharashtra,KOLHAPUR,2002,Whole Year ,Sugarcane,98400,8421000
Maharashtra,KOLHAPUR,2003,Whole Year ,Sugarcane,86900,4918400
Maharashtra,KOLHAPUR,2004,Whole Year ,Sugarcane,76300,6529400
Maharashtra,KOLHAPUR,2005,Kharif     ,Sugarcane,94500,7229300
Maharashtra,KOLHAPUR,2007,Whole Year ,Sugarcane,1139,97426
Maharashtra,KOLHAPUR,2008,Kharif     ,Sugarcane,102500,8461300
Maharashtra,KOLHAPUR,2008,Whole Year ,Sugarcane,102500,8461300
Maharashtra,KOLHAPUR,2009,Kharif     ,Sugarcane,112700,9810000
Maharashtra,KOLHAPUR,2010,Kharif     ,Sugarcane,139900,12591000
Maharashtra,KOLHAPUR,2011,Whole Year ,Sugarcane,146100,12847200
Maharashtra,KOLHAPUR,2012,Whole Year ,Sugarcane,142000,13739100
Maharashtra,KOLHAPUR,2013,Whole Year ,Sugarcane,135200,13580200
Maharashtra,KOLHAPUR,2014,Whole Year ,Sugarcane,146300,15031600
Maharashtra,LATUR,1998,Kharif     ,Sugarcane,23300,1557000
Maharashtra,LATUR,1999,Whole Year ,Sugarcane,27900,1975300
Maharashtra,LATUR,2000,Whole Year ,Sugarcane,28900,2007200
Maharashtra,LATUR,2001,Whole Year ,Sugarcane,36100,2107300
Maharashtra,LATUR,2002,Whole Year ,Sugarcane,31300,1540000
Maharashtra,LATUR,2003,Whole Year ,Sugarcane,19400,1023900
Maharashtra,LATUR,2004,Whole Year ,Sugarcane,15500,834400
Maharashtra,LATUR,2005,Kharif     ,Sugarcane,18300,1415200
Maharashtra,LATUR,2007,Whole Year ,Sugarcane,679,42698
Maharashtra,LATUR,2008,Kharif     ,Sugarcane,38400,2074600
Maharashtra,LATUR,2008,Whole Year ,Sugarcane,38400,2074600
Maharashtra,LATUR,2009,Kharif     ,Sugarcane,39900,3031400
Maharashtra,LATUR,2010,Kharif     ,Sugarcane,33000,2263800
Maharashtra,LATUR,2011,Whole Year ,Sugarcane,42900,3113200
Maharashtra,LATUR,2012,Whole Year ,Sugarcane,46400,3051100
Maharashtra,LATUR,2013,Whole Year ,Sugarcane,41500,2902800
Maharashtra,LATUR,2014,Whole Year ,Sugarcane,46400,2354600
Maharashtra,NAGPUR,1998,Kharif     ,Sugarcane,600,56400
Maharashtra,NAGPUR,1999,Whole Year ,Sugarcane,700,61900
Maharashtra,NAGPUR,2000,Whole Year ,Sugarcane,900,71200
Maharashtra,NAGPUR,2001,Whole Year ,Sugarcane,900,52400
Maharashtra,NAGPUR,2002,Whole Year ,Sugarcane,1300,49000
Maharashtra,NAGPUR,2003,Whole Year ,Sugarcane,900,52900
Maharashtra,NAGPUR,2004,Whole Year ,Sugarcane,400,29600
Maharashtra,NAGPUR,2007,Whole Year ,Sugarcane,3,229
Maharashtra,NAGPUR,2008,Kharif     ,Sugarcane,200,11500
Maharashtra,NAGPUR,2008,Whole Year ,Sugarcane,200,11500
Maharashtra,NAGPUR,2009,Kharif     ,Sugarcane,200,14100
Maharashtra,NAGPUR,2010,Kharif     ,Sugarcane,300,6200
Maharashtra,NAGPUR,2011,Whole Year ,Sugarcane,700,48000
Maharashtra,NAGPUR,2012,Whole Year ,Sugarcane,300,22100
Maharashtra,NAGPUR,2013,Whole Year ,Sugarcane,300,20000
Maharashtra,NAGPUR,2014,Whole Year ,Sugarcane,3800,258500
Maharashtra,NANDED,1998,Kharif     ,Sugarcane,11000,849000
Maharashtra,NANDED,1999,Whole Year ,Sugarcane,14800,1127100
Maharashtra,NANDED,2000,Whole Year ,Sugarcane,14700,953600
Maharashtra,NANDED,2001,Whole Year ,Sugarcane,14700,920000
Maharashtra,NANDED,2002,Whole Year ,Sugarcane,14500,1060000
Maharashtra,NANDED,2003,Whole Year ,Sugarcane,14200,1007300
Maharashtra,NANDED,2004,Whole Year ,Sugarcane,9600,471700
Maharashtra,NANDED,2005,Kharif     ,Sugarcane,9900,661200
Maharashtra,NANDED,2007,Whole Year ,Sugarcane,338,22985
Maharashtra,NANDED,2008,Kharif     ,Sugarcane,19200,1113900
Maharashtra,NANDED,2008,Whole Year ,Sugarcane,19200,1113900
Maharashtra,NANDED,2009,Kharif     ,Sugarcane,12900,621300
Maharashtra,NANDED,2010,Kharif     ,Sugarcane,13700,827500
Maharashtra,NANDED,2011,Whole Year ,Sugarcane,23900,1752000
Maharashtra,NANDED,2012,Whole Year ,Sugarcane,12800,1047900
Maharashtra,NANDED,2013,Whole Year ,Sugarcane,12200,1020700
Maharashtra,NANDED,2014,Whole Year ,Sugarcane,18800,1113200
Maharashtra,NANDURBAR,1999,Whole Year ,Sugarcane,7500,455600
Maharashtra,NANDURBAR,2000,Whole Year ,Sugarcane,8200,572700
Maharashtra,NANDURBAR,2001,Whole Year ,Sugarcane,5900,356100
Maharashtra,NANDURBAR,2002,Whole Year ,Sugarcane,6000,418000
Maharashtra,NANDURBAR,2003,Whole Year ,Sugarcane,4000,248100
Maharashtra,NANDURBAR,2004,Whole Year ,Sugarcane,4200,256600
Maharashtra,NANDURBAR,2005,Kharif     ,Sugarcane,5600,356000
Maharashtra,NANDURBAR,2007,Whole Year ,Sugarcane,243,17942
Maharashtra,NANDURBAR,2008,Kharif     ,Sugarcane,11000,810900
Maharashtra,NANDURBAR,2008,Whole Year ,Sugarcane,11000,810900
Maharashtra,NANDURBAR,2009,Kharif     ,Sugarcane,9700,675400
Maharashtra,NANDURBAR,2010,Kharif     ,Sugarcane,10200,738500
Maharashtra,NANDURBAR,2011,Whole Year ,Sugarcane,8300,778700
Maharashtra,NANDURBAR,2012,Whole Year ,Sugarcane,10800,794000
Maharashtra,NANDURBAR,2013,Whole Year ,Sugarcane,10800,832600
Maharashtra,NANDURBAR,2014,Whole Year ,Sugarcane,8000,633800
Maharashtra,NASHIK,1997,Kharif     ,Sugarcane,21900,20685
Maharashtra,NASHIK,1998,Kharif     ,Sugarcane,23700,2138300
Maharashtra,NASHIK,1999,Whole Year ,Sugarcane,23400,1963800
Maharashtra,NASHIK,2000,Whole Year ,Sugarcane,25100,2284500
Maharashtra,NASHIK,2001,Whole Year ,Sugarcane,23600,1846900
Maharashtra,NASHIK,2002,Whole Year ,Sugarcane,23300,1653000
Maharashtra,NASHIK,2003,Whole Year ,Sugarcane,20400,1159400
Maharashtra,NASHIK,2004,Whole Year ,Sugarcane,12100,672900
Maharashtra,NASHIK,2005,Kharif     ,Sugarcane,14300,729500
Maharashtra,NASHIK,2007,Whole Year ,Sugarcane,502,43063
Maharashtra,NASHIK,2008,Kharif     ,Sugarcane,38300,2674400
Maharashtra,NASHIK,2008,Whole Year ,Sugarcane,38300,2674400
Maharashtra,NASHIK,2009,Kharif     ,Sugarcane,31100,2268100
Maharashtra,NASHIK,2010,Kharif     ,Sugarcane,25700,1989200
Maharashtra,NASHIK,2011,Whole Year ,Sugarcane,24600,1861200
Maharashtra,NASHIK,2012,Whole Year ,Sugarcane,24600,1863900
Maharashtra,NASHIK,2013,Whole Year ,Sugarcane,21000,1786500
Maharashtra,NASHIK,2014,Whole Year ,Sugarcane,16800,1384200
Maharashtra,OSMANABAD,1998,Kharif     ,Sugarcane,16700,1344300
Maharashtra,OSMANABAD,1999,Whole Year ,Sugarcane,26600,1859500
Maharashtra,OSMANABAD,2000,Whole Year ,Sugarcane,25700,1853300
Maharashtra,OSMANABAD,2001,Whole Year ,Sugarcane,27100,1662800
Maharashtra,OSMANABAD,2002,Whole Year ,Sugarcane,24600,1277000
Maharashtra,OSMANABAD,2003,Whole Year ,Sugarcane,12400,343500
Maharashtra,OSMANABAD,2004,Whole Year ,Sugarcane,4200,224600
Maharashtra,OSMANABAD,2005,Kharif     ,Sugarcane,10900,723400
Maharashtra,OSMANABAD,2007,Whole Year ,Sugarcane,538,35861
Maharashtra,OSMANABAD,2008,Kharif     ,Sugarcane,35700,2354500
Maharashtra,OSMANABAD,2008,Whole Year ,Sugarcane,35700,2354500
Maharashtra,OSMANABAD,2009,Kharif     ,Sugarcane,38200,3192200
Maharashtra,OSMANABAD,2010,Kharif     ,Sugarcane,43200,3175200
Maharashtra,OSMANABAD,2011,Whole Year ,Sugarcane,54500,3663100
Maharashtra,OSMANABAD,2012,Whole Year ,Sugarcane,52200,2233500
Maharashtra,OSMANABAD,2013,Whole Year ,Sugarcane,68900,3175200
Maharashtra,OSMANABAD,2014,Whole Year ,Sugarcane,39800,1592200
Maharashtra,PARBHANI,1998,Kharif     ,Sugarcane,17300,1314500
Maharashtra,PARBHANI,1999,Whole Year ,Sugarcane,12300,1096000
Maharashtra,PARBHANI,2000,Whole Year ,Sugarcane,12900,849600
Maharashtra,PARBHANI,2001,Whole Year ,Sugarcane,12100,1071300
Maharashtra,PARBHANI,2002,Whole Year ,Sugarcane,15800,902000
Maharashtra,PARBHANI,2003,Whole Year ,Sugarcane,13400,854500
Maharashtra,PARBHANI,2004,Whole Year ,Sugarcane,8900,496600
Maharashtra,PARBHANI,2005,Kharif     ,Sugarcane,11000,740000
Maharashtra,PARBHANI,2007,Whole Year ,Sugarcane,189,14458
Maharashtra,PARBHANI,2008,Kharif     ,Sugarcane,12300,939400
Maharashtra,PARBHANI,2008,Whole Year ,Sugarcane,12300,939400
Maharashtra,PARBHANI,2009,Kharif     ,Sugarcane,11000,856600
Maharashtra,PARBHANI,2010,Kharif     ,Sugarcane,15500,1415200
Maharashtra,PARBHANI,2011,Whole Year ,Sugarcane,17200,1166200
Maharashtra,PARBHANI,2012,Whole Year ,Sugarcane,17000,1212400
Maharashtra,PARBHANI,2013,Whole Year ,Sugarcane,35900,2549700
Maharashtra,PARBHANI,2014,Whole Year ,Sugarcane,26600,1577200
Maharashtra,PUNE,1997,Kharif     ,Sugarcane,40900,39227
Maharashtra,PUNE,1998,Kharif     ,Sugarcane,48500,4288000
Maharashtra,PUNE,1999,Whole Year ,Sugarcane,47600,4777500
Maharashtra,PUNE,2000,Whole Year ,Sugarcane,48700,4558300
Maharashtra,PUNE,2001,Whole Year ,Sugarcane,48700,4161000
Maharashtra,PUNE,2002,Whole Year ,Sugarcane,53500,4690000
Maharashtra,PUNE,2003,Whole Year ,Sugarcane,39600,2756000
Maharashtra,PUNE,2004,Whole Year ,Sugarcane,28200,2361900
Maharashtra,PUNE,2005,Kharif     ,Sugarcane,53800,5036100
Maharashtra,PUNE,2007,Whole Year ,Sugarcane,1042,101074
Maharashtra,PUNE,2008,Kharif     ,Sugarcane,85600,8332800
Maharashtra,PUNE,2008,Whole Year ,Sugarcane,85600,8332800
Maharashtra,PUNE,2009,Kharif     ,Sugarcane,95600,9112100
Maharashtra,PUNE,2010,Kharif     ,Sugarcane,111500,11083100
Maharashtra,PUNE,2011,Whole Year ,Sugarcane,129900,13157600
Maharashtra,PUNE,2012,Whole Year ,Sugarcane,137700,13888400
Maharashtra,PUNE,2013,Whole Year ,Sugarcane,143900,16963500
Maharashtra,PUNE,2014,Whole Year ,Sugarcane,127800,13833900
Maharashtra,SANGLI,1998,Kharif     ,Sugarcane,48600,4892200
Maharashtra,SANGLI,1999,Whole Year ,Sugarcane,45600,4906600
Maharashtra,SANGLI,2000,Whole Year ,Sugarcane,45200,4344800
Maharashtra,SANGLI,2001,Whole Year ,Sugarcane,44900,4472400
Maharashtra,SANGLI,2002,Whole Year ,Sugarcane,47400,4206000
Maharashtra,SANGLI,2003,Whole Year ,Sugarcane,35100,2795500
Maharashtra,SANGLI,2004,Whole Year ,Sugarcane,31600,2651500
Maharashtra,SANGLI,2005,Kharif     ,Sugarcane,36800,2996400
Maharashtra,SANGLI,2007,Whole Year ,Sugarcane,647,65500
Maharashtra,SANGLI,2008,Kharif     ,Sugarcane,55400,5037100
Maharashtra,SANGLI,2008,Whole Year ,Sugarcane,55400,5037100
Maharashtra,SANGLI,2009,Kharif     ,Sugarcane,63200,5419700
Maharashtra,SANGLI,2010,Kharif     ,Sugarcane,76300,7851300
Maharashtra,SANGLI,2011,Whole Year ,Sugarcane,70500,7163400
Maharashtra,SANGLI,2012,Whole Year ,Sugarcane,60700,7066100
Maharashtra,SANGLI,2013,Whole Year ,Sugarcane,62600,7466700
Maharashtra,SANGLI,2014,Whole Year ,Sugarcane,74500,8107100
Maharashtra,SATARA,1998,Kharif     ,Sugarcane,45100,4439800
Maharashtra,SATARA,1999,Whole Year ,Sugarcane,42700,4514500
Maharashtra,SATARA,2000,Whole Year ,Sugarcane,38300,3504000
Maharashtra,SATARA,2001,Whole Year ,Sugarcane,39400,3728000
Maharashtra,SATARA,2002,Whole Year ,Sugarcane,38000,3536000
Maharashtra,SATARA,2003,Whole Year ,Sugarcane,31300,2106100
Maharashtra,SATARA,2004,Whole Year ,Sugarcane,23200,1875300
Maharashtra,SATARA,2005,Kharif     ,Sugarcane,38900,3453800
Maharashtra,SATARA,2007,Whole Year ,Sugarcane,608,51356
Maharashtra,SATARA,2008,Kharif     ,Sugarcane,50400,4230000
Maharashtra,SATARA,2008,Whole Year ,Sugarcane,50400,4230000
Maharashtra,SATARA,2009,Kharif     ,Sugarcane,53800,4812200
Maharashtra,SATARA,2010,Kharif     ,Sugarcane,74000,6963400
Maharashtra,SATARA,2011,Whole Year ,Sugarcane,70600,6962600
Maharashtra,SATARA,2012,Whole Year ,Sugarcane,59800,5577700
Maharashtra,SATARA,2013,Whole Year ,Sugarcane,59800,6015200
Maharashtra,SATARA,2014,Whole Year ,Sugarcane,70000,6927400
Maharashtra,SINDHUDURG,2013,Whole Year ,Sugarcane,1100,96700
Maharashtra,SOLAPUR,1997,Kharif     ,Sugarcane,53900,43112
Maharashtra,SOLAPUR,1998,Kharif     ,Sugarcane,62500,5480500
Maharashtra,SOLAPUR,1999,Whole Year ,Sugarcane,66700,6304500
Maharashtra,SOLAPUR,2000,Whole Year ,Sugarcane,64700,5952500
Maharashtra,SOLAPUR,2001,Whole Year ,Sugarcane,59800,4533500
Maharashtra,SOLAPUR,2002,Whole Year ,Sugarcane,56400,4052000
Maharashtra,SOLAPUR,2003,Whole Year ,Sugarcane,48600,2831500
Maharashtra,SOLAPUR,2004,Whole Year ,Sugarcane,36400,2632800
Maharashtra,SOLAPUR,2005,Kharif     ,Sugarcane,68300,5660500
Maharashtra,SOLAPUR,2007,Whole Year ,Sugarcane,1545,122055
Maharashtra,SOLAPUR,2008,Kharif     ,Sugarcane,117500,9954400
Maharashtra,SOLAPUR,2008,Whole Year ,Sugarcane,117500,9954400
Maharashtra,SOLAPUR,2009,Kharif     ,Sugarcane,107300,9932600
Maharashtra,SOLAPUR,2010,Kharif     ,Sugarcane,163100,16000100
Maharashtra,SOLAPUR,2011,Whole Year ,Sugarcane,173400,15936200
Maharashtra,SOLAPUR,2012,Whole Year ,Sugarcane,144200,9716600
Maharashtra,SOLAPUR,2013,Whole Year ,Sugarcane,122600,10488200
Maharashtra,SOLAPUR,2014,Whole Year ,Sugarcane,205500,20049700
Maharashtra,WARDHA,1998,Kharif     ,Sugarcane,2800,229800
Maharashtra,WARDHA,1999,Whole Year ,Sugarcane,2700,232700
Maharashtra,WARDHA,2000,Whole Year ,Sugarcane,3500,233900
Maharashtra,WARDHA,2001,Whole Year ,Sugarcane,3200,191400
Maharashtra,WARDHA,2002,Whole Year ,Sugarcane,3900,232000
Maharashtra,WARDHA,2003,Whole Year ,Sugarcane,2900,171700
Maharashtra,WARDHA,2004,Whole Year ,Sugarcane,1600,72000
Maharashtra,WARDHA,2005,Kharif     ,Sugarcane,1600,88500
Maharashtra,WARDHA,2007,Whole Year ,Sugarcane,55,3192
Maharashtra,WARDHA,2008,Kharif     ,Sugarcane,1900,72300
Maharashtra,WARDHA,2008,Whole Year ,Sugarcane,1900,72300
Maharashtra,WARDHA,2009,Kharif     ,Sugarcane,1800,148600
Maharashtra,WARDHA,2010,Kharif     ,Sugarcane,2000,136800
Maharashtra,WARDHA,2011,Whole Year ,Sugarcane,3700,244300
Maharashtra,WARDHA,2012,Whole Year ,Sugarcane,2100,180200
Maharashtra,WARDHA,2013,Whole Year ,Sugarcane,3200,187500
Maharashtra,WARDHA,2014,Whole Year ,Sugarcane,3100,201800
Maharashtra,WASHIM,1999,Whole Year ,Sugarcane,1800,168300
Maharashtra,WASHIM,2000,Whole Year ,Sugarcane,2800,186900
Maharashtra,WASHIM,2001,Whole Year ,Sugarcane,2400,142500
Maharashtra,WASHIM,2002,Whole Year ,Sugarcane,1100,55000
Maharashtra,WASHIM,2003,Whole Year ,Sugarcane,1200,65400
Maharashtra,WASHIM,2004,Whole Year ,Sugarcane,1300,88700
Maharashtra,WASHIM,2005,Kharif     ,Sugarcane,300,20100
Maharashtra,WASHIM,2007,Whole Year ,Sugarcane,6,486
Maharashtra,WASHIM,2008,Kharif     ,Sugarcane,100,6500
Maharashtra,WASHIM,2008,Whole Year ,Sugarcane,100,6500
Maharashtra,WASHIM,2009,Kharif     ,Sugarcane,200,14200
Maharashtra,WASHIM,2011,Whole Year ,Sugarcane,100,7600
Maharashtra,WASHIM,2014,Whole Year ,Sugarcane,200,5800
Maharashtra,YAVATMAL,1998,Kharif     ,Sugarcane,6500,538500
Maharashtra,YAVATMAL,1999,Whole Year ,Sugarcane,7000,649900
Maharashtra,YAVATMAL,2000,Whole Year ,Sugarcane,7400,559900
Maharashtra,YAVATMAL,2001,Whole Year ,Sugarcane,6900,499200
Maharashtra,YAVATMAL,2002,Whole Year ,Sugarcane,7200,448000
Maharashtra,YAVATMAL,2003,Whole Year ,Sugarcane,5600,350000
Maharashtra,YAVATMAL,2004,Whole Year ,Sugarcane,3000,199600
Maharashtra,YAVATMAL,2005,Kharif     ,Sugarcane,2700,192300
Maharashtra,YAVATMAL,2007,Whole Year ,Sugarcane,133,11126
Maharashtra,YAVATMAL,2008,Kharif     ,Sugarcane,6300,357300
Maharashtra,YAVATMAL,2008,Whole Year ,Sugarcane,6300,357300
Maharashtra,YAVATMAL,2009,Kharif     ,Sugarcane,2300,167200
Maharashtra,YAVATMAL,2010,Kharif     ,Sugarcane,4500,300600
Maharashtra,YAVATMAL,2011,Whole Year ,Sugarcane,4700,330500
Maharashtra,YAVATMAL,2012,Whole Year ,Sugarcane,4200,355100
Maharashtra,YAVATMAL,2013,Whole Year ,Sugarcane,6500,490700
Maharashtra,YAVATMAL,2014,Whole Year ,Sugarcane,8100,553700
Manipur,BISHNUPUR,1997,Whole Year ,Sugarcane,7,2
Manipur,BISHNUPUR,1998,Autumn     ,Sugarcane,160,5230
Manipur,BISHNUPUR,1998,Rabi       ,Sugarcane,10,330
Manipur,BISHNUPUR,1998,Summer     ,Sugarcane,140,4570
Manipur,BISHNUPUR,1998,Winter     ,Sugarcane,160,5230
Manipur,BISHNUPUR,1999,Whole Year ,Sugarcane,60,1960
Manipur,BISHNUPUR,2000,Whole Year ,Sugarcane,120,3920
Manipur,BISHNUPUR,2002,Whole Year ,Sugarcane,100,3260
Manipur,BISHNUPUR,2003,Whole Year ,Sugarcane,120,3920
Manipur,BISHNUPUR,2005,Whole Year ,Sugarcane,20,650
Manipur,BISHNUPUR,2006,Whole Year ,Sugarcane,160,5230
Manipur,CHANDEL,1999,Whole Year ,Sugarcane,180,5880
Manipur,CHANDEL,2000,Whole Year ,Sugarcane,150,4900
Manipur,CHANDEL,2002,Whole Year ,Sugarcane,120,3920
Manipur,CHANDEL,2003,Whole Year ,Sugarcane,180,5880
Manipur,CHANDEL,2006,Whole Year ,Sugarcane,250,8160
Manipur,CHANDEL,2007,Whole Year ,Sugarcane,90,2940
Manipur,CHURACHANDPUR,1998,Autumn     ,Sugarcane,110,3590
Manipur,CHURACHANDPUR,1998,Winter     ,Sugarcane,10,330
Manipur,CHURACHANDPUR,1999,Whole Year ,Sugarcane,400,13060
Manipur,CHURACHANDPUR,2000,Whole Year ,Sugarcane,120,3920
Manipur,CHURACHANDPUR,2002,Whole Year ,Sugarcane,100,3270
Manipur,CHURACHANDPUR,2003,Whole Year ,Sugarcane,20,650
Manipur,CHURACHANDPUR,2004,Whole Year ,Sugarcane,170,5550
Manipur,CHURACHANDPUR,2006,Whole Year ,Sugarcane,90,2940
Manipur,CHURACHANDPUR,2007,Whole Year ,Sugarcane,400,13070
Manipur,IMPHAL EAST,1999,Whole Year ,Sugarcane,10,330
Manipur,IMPHAL EAST,2000,Whole Year ,Sugarcane,10,320
Manipur,IMPHAL EAST,2005,Whole Year ,Sugarcane,10,330
Manipur,IMPHAL WEST,2000,Whole Year ,Sugarcane,280,9150
Manipur,IMPHAL WEST,2004,Whole Year ,Sugarcane,130,4250
Manipur,IMPHAL WEST,2005,Whole Year ,Sugarcane,20,650
Manipur,TAMENGLONG,1998,Autumn     ,Sugarcane,110,3590
Manipur,TAMENGLONG,2000,Whole Year ,Sugarcane,30,980
Manipur,TAMENGLONG,2003,Whole Year ,Sugarcane,10,330
Manipur,THOUBAL,2000,Whole Year ,Sugarcane,30,980
Manipur,THOUBAL,2005,Whole Year ,Sugarcane,20,660
